LP,IAUNo,AdNo,Code,s,sub.date,shower name-designation,activity,LoSb,LoSe,LoS,Ra,De,dRa,dDe,Vg,LoR,S_LoR,LaR,theta,phi,Flags,a,q,e,peri,node,inc,N,Group,CG,Origin,Remarks,OTe,L-T,References
1021,500,2,JPV,0,2016-mm-dd,January phi-Virginids                   , annual ,272,313,289,223.1,1.2,0.91,-0.29,66.5,220.27,291.27,16.91,153.07,129.97,  M   1,6.45,0.677,0.966,111.2,290.1,146.6,90,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"3] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..371J' target=_blank>Jenniskens et al., 2016</A>"
1025,502,2,DRV,2,2016-mm-dd,December rho-Virginids                  , annual ,250,264,256,187.5,13,0.91,-0.39,68.3,181.61,285.61,14.89,158.55,134.65,  M   1,8.35,0.797,0.936,127.6,256,152.5,15,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"3] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..371J' target=_blank>Jenniskens et al., 2016</A>"
1026,502,4,DRV,2,01/05/2023,December rho-Virginids                  , annual ,241.99,270.1,256.66,188.4,12.5,0.91,-0.15,68.6,182.65,285.99,14.79,158.35,133.78,       ,20.2,0.798,0.96,127.8,256.7,152.4,85,0,0,                                        ,                                                                                                                                                      ,T   ,502DRV_Shiba.csv      ,"1) Shiba,2023, submitted to wgn.     "
1028,505,0,AIC,2,2013-mm-dd,August iota-Cetids                      , annual ,128,164,145.4,356.8,-9.6,0.71,0.21,37.24,353.23,207.83,-7.53,117.57,278.51,       ,1.825,0.106,0.942,148.2,325.4,21.3,120,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...40A' target=_blank> Andreic et al., 2013</A>"
1029,505,1,AIC,2,23/08/2015,August iota-Cetids                      , annual ,144,173,151,2,-7.7,0.92,-0.4,37.7,358.75,207.75,-7.86,117.47,278.86,  M   1,2.07,0.109,0.948,145.9,334.4,20.9,64,0,0,                                        ,The Machholz Complex                                                                                                                                  ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
1030,505,3,AIC,2,16/11/2022,August iota-Cetids                      , annual ,140.27,168.91,154.5,3.2,-6.5,0.79,0.25,37.8,0.34,205.84,-7.23,115.62,278.03,       ,2.246,0.116,0.948,145.1,334.5,20,139,0,0,                                        ,                                                                                                                                                      ,T   ,505_AIC.csv           ,"4) <A href='https://ui.adsabs.harvard.edu/abs/2022JIMO...50...38S/abstract' target=_blank>Shiba, 2022.</a>"
1033,506,2,FEV,1,23/08/2015,February epsilon-Virginids              , annual ,300,328,314,200.4,11,0.89,-0.37,62.9,194.51,240.51,18.13,145.81,236.37,  M   1,8.28,0.491,0.954,272.5,312.6,138,55,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"3] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..331J' target=_blank>Jenniskens et al., 2016</A>"
1035,507,1,UAN,0,2016-mm-dd,upsilon-Andromedids                     , annual ,87,104,96,7.1,40.3,0.96,0.39,59.3,24.43,288.43,33.77,142.06,154.7,  M   1,8.85,0.849,0.91,130,101,117.8,28,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..384J' target=_blank>Jenniskens et al., 2016</A>"
1038,509,0,KVI,0,2013-mm-dd,kappa-Virginids                         , annual ,345,25,6,208,-8,0.92,-0.35,37.4,208.86,202.86,3.28,112.82,266.44,       ,2.5,0.139,0.938,321,6,8,58,0,0,? 2011 BT59                             ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A>"
1039,510,0,JRC,1,2013-mm-dd,June rho-Cygnids                        , annual ,81,90,84,321.8,43.9,0.4,0.6,50.2,346.78,262.78,54.43,125.24,185.13,       ,21,1.007,0.931,190,84.2,90,16,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A>"
1040,510,1,JRC,1,2016-mm-dd,June rho-Cygnids                        , annual ,82,87,84,320.5,44.1,0.67,0.31,50.9,345.6,261.6,55.1,124.47,185.82,  M   1,1.4,1.006,0.996,191,84.5,89.3,14,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016</A>"
1041,510,4,JRC,1,01/05/2023,June rho-Cygnids                        , annual ,83.42,89.71,84.94,321.4,44.3,0.7,0.36,50.1,346.74,261.8,54.92,124.67,185.72,       ,18.1,1.006,0.944,191.2,84.9,88.9,17,0,0,                                        ,                                                                                                                                                      ,T   ,510JRC_Shiba.csv      ,"1) Shiba,2023, submitted to wgn.     "
1042,511,0,FLY,0,2013-mm-dd,15-Lyncids                              , annual ,193,211,202,101,54.6,1.3,-0.1,59.6,97.44,255.44,31.44,145.67,202.34,       ,3.6,0.853,0.755,228,202,121.6,18,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A>"
1043,512,0,RPU,1,2013-mm-dd,rho-Puppids                             , annual ,217,228,223,120,-24,0.8,-0.2,57.5,129,266,-43.46,136.39,355.79,       ,13,0.985,0.913,9,43,106.4,16,0,0,? C/1879M1 (Swift)                      ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A>"
1044,512,1,RPU,1,2016-mm-dd,rho-Puppids                             , annual ,226,237,231,130.4,-26.3,0.77,-0.26,57.8,142.23,271.23,-42.69,137.29,1.34,  M   1,9.4,0.987,0.915,349.4,50.8,107,22,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"2] <A href='http://adsabs.harvard.edu/abs/2016Icar..266..355J' target=_blank>Jenniskens et al., 2016</A>"
1045,512,3,RPU,1,01/05/2023,rho-Puppids                             , annual ,218.42,239.44,228.02,127.1,-25.5,1.19,-0.18,58,138.06,270.04,-42.95,137.05,0.04,       ,11.2,0.987,0.912,0.9,48,107.4,61,0,0,                                        ,                                                                                                                                                      ,T   ,512RPU_Shiba.csv      ,"1) Shiba,2023, submitted to wgn.     "
1046,513,0,EPV,0,2013-mm-dd,epsilon-Virginids                       , annual ,245,267,258,197,7.2,0.79,-0.24,66.4,192.84,294.84,13.32,152.01,119.4,       ,28,0.573,0.98,99,258,151,77,0,0,? C/1846J1 (Brorsen)                    ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A>"
1047,514,0,OMC,0,2013-mm-dd,omega-Capricornids                      , annual ,59,73,66,315,-30,       ,       ,64.6,308.83,242.83,-12.42,150.32,295.76,       ,27,0.535,0.982,87,246,142.4,3,0,0,                                        ,"Twin shower, the same orbit as 513/EPV, with Dsh<0.15.                                                                                                ",T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A>"
1048,514,2,OMC,0,01/05/2023,omega-Capricornids                      , annual ,45.96,66.69,55.2,304.3,-32.7,1.12,0.3,65.2,299.08,243.88,-12.66,151.17,297.03,       ,39.9,0.565,0.986,83.6,235.2,152.4,32,0,0,                                        ,                                                                                                                                                      ,T   ,514OMC_Shiba.csv      ,"1) Shiba,2023, submitted to wgn.     "
1049,515,0,OLE,0,2013-mm-dd,omicron-Leonids                         , annual ,281,308,296,144,7,0.67,-0.27,41.5,143.98,207.98,-6.91,117.76,277.81,       ,1.8,0.079,0.968,151,116,23,38,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A>"
1050,516,0,FMV,0,2013-mm-dd,February mu-Virginids                   , annual ,318,338,327,223,2.2,0.8,-0.4,66.9,219.85,252.85,17.84,155.45,222.5,       ,16,0.77,0.929,237,327,146,21,0,0,                                        ,                                                                                                                                                      ,T   ,LookUp table file name,"1] <A href='http://adsabs.harvard.edu/abs/2013JIMO...41...70S' target=_blank> Segon et al., 2013 </A>"
